document_id,external_id,name,file_path
118063306,2-s2.0-84876076737,The evolution of environmental and labor productivity dynamics: Sector based evidence from Italy,
1550465,2-s2.0-84893083258,Does macro-prudential regulation leak? Evidence from a UK policy experiment,
2768731724,2-s2.0-105009338148,Advanced graph-based machine learning reveals cross-sector drivers of decarbonization in the United States and China,
33578,2-s2.0-85045470038,Is the ‘Troika’ Bad for the Environment? An Analysis of EU Countries’ Environmental Performance in Times of Economic Downturn and Austerity Memoranda,
7329619,2-s2.0-85203437720,The Impact of the Digital Economy on Provincial Carbon Productivity: Empirical Evidence from China,
5292971761,2-s2.0-85145899030,The effects of US import tariffs on steel and aluminum imports from Mexico,
84379177,2-s2.0-84887514433,Benchmarks as a tool for free allocation through comparison with similar projects: Focused on multi-family housing complex,
746203,2-s2.0-85002061842,Financial barriers and environmental innovations: evidence from EU manufacturing firms,
963313,2-s2.0-85055128327,Divergent behavioral responses of sympatric species to grazing disturbance,
695872,2-s2.0-85121706486,Like a broken stick and no carrot: ex-post analysis of public sector energy efficiency,
368669,2-s2.0-85077789085,The impact of agri-environment schemes on farm productivity: A DID-matching approach,
658274416,2-s2.0-85064108759,Emission Reductions from Solar PV Plants in India,
1925,2-s2.0-77951780463,Taxing success,
630781673,2-s2.0-85063374424,Independently Certified Industry-specific Disclosures to the Capital Market: The JORC Code in the Australian Mining Industry,
10355154,2-s2.0-85145772100,Review of the Impact of Biofuels on U.S. Retail Gasoline Prices,
8319972,2-s2.0-85145955946,Zero Emissions. A shared responsibility. Gas capture and recycling project at the Cruces University Hospital (Spain),
11966571,2-s2.0-85040462015,Experimental verification of tertiary treatment process in achieving effluent quality required by wastewater reuse standards,
81960,2-s2.0-85207323033,Promoting low-carbon energy transition through green finance: New evidence from a demand-supply perspective,
8256824,2-s2.0-105012370788,Patent Systems and Carbon Dioxide Emissions: Short and Long Run Perspectives on Economic Development and Sustainability,
3478764315,2-s2.0-0034110232,Changes in sulfate deposition in eastern USA following implementation of Phase I of Title IV of the Clean Air Act Amendments of 1990,
4703,2-s2.0-85032017050,Energy investment risk assessment for nations along China's Belt & Road Initiative,
246794548,2-s2.0-1142281828,An empirical model for decision-making on ISO 14000 acceptance in the Shanghai construction industry,
54458,2-s2.0-105045278083,First-Year Compliance with ESRS Environmental Standards: Evidence from Polish Construction Companies in the Inaugural CSRD Reporting Period,
93124543,2-s2.0-0029427485,Results of NOx retrofit of Kentucky Utilities Ghent 1 tangentially fired unit,
9539,2-s2.0-0032813487,What infrastructure policies for post-socialist Eastern Europe? Lessons from the Public Investment Programmes (PIP) in the Baltic countries,
230802,2-s2.0-84872481261,NextGen aircraft mixed equipage and capabilities,
9466696,2-s2.0-85215813172,Modeling and Analysis of the Impact of Quality Growth and Financial Development on Environmental Sustainability: Evidence from EU Countries,
6773,2-s2.0-85069398014,OREGON MOTOR VEHICLE EMISSION INSPECTION PROGRAM.,
8202,2-s2.0-49349101278,Economic analysis of the Spanish port sector reform during the 1990s,
607262296,2-s2.0-0026123059,Emission control for ceramic kilns,
574940,2-s2.0-0030227237,Evaluation of California's Commercial Driver License program,
1216330,2-s2.0-85136456328,Surge in Economic Growth of Pakistan: A Case Study of China Pakistan Economic Corridor,
32417795,2-s2.0-84871271131,Taiwan Sugar Corporation's participation in the mechanism of payment for environmental services (PES),
327830036,2-s2.0-84893313389,Multivariate modelling of 10-day-ahead VaR and dynamic correlation for worldwide real estate and stock indices,
56591597,2-s2.0-85188274426,Smallholders’ climate change adaptation strategies: exploring effectiveness and opportunities to be capitalized,
4059844120,2-s2.0-105004893009,Does Public Environmental Affect Influence the World’s Largest Electric Vehicle Market? A Big Data Analytics Study of China,
5169779489,2-s2.0-84928566634,National greenhouse-gas accounting for effective climate policy on international trade,
189245,2-s2.0-85202913239,1THE ROLE OF THE EUROPEAN DIRECTIVE ON RENEWABLE ENERGY CONSUMPTION IN REDUCING POLLUTION IN CEE COUNTRIES. FROM THE EUROPEAN UNION,
82555,2-s2.0-85078269094,Price volatility in the carbon market in China,
3658952437,2-s2.0-105042908305,Innovative Food Supply Chain and Its Efficient Functioning Under European Green Deal,
101546851,2-s2.0-84860630970,Green cars sterilize congestion charges: A model analysis of the reduced impact of Stockholm road tolls,
3608234748,2-s2.0-85136394197,From Negative to Positive Carbon Pricing in Mexico,
552669,2-s2.0-85171469819,The Influence of Tax Incentive Policy on the Development of Alternative Fuel Vehicle Enterprises-Taking Chinese Companies as an Example,
430899,2-s2.0-85195422774,Methodological issues with deforestation baselines compromise the integrity of carbon offsets from REDD+,
518411888,2-s2.0-33846271086,Business interest group power and Temporary Assistance to Needy Families,
59794738,2-s2.0-80052578862,Carbon pollution reduction scheme - Sustainability and financial response to Rio Tinto Group,
18798,2-s2.0-85031941928,Impact of tiered pricing system on China's urban residential electricity consumption: Survey evidences from 14 cities in Guangxi Province,
784214,2-s2.0-0037967163,"Enforcing emissions trading programs: Theory, practice, and performance",
6325,2-s2.0-85082741941,The effects of government subsidies on new energy vehicle enterprises: The moderating role of intelligent transformation,
5369873,2-s2.0-105024761310,Determinants of GHG mitigation measures adoption among farmers in Europe and selected non-EU countries: a systematic review,
30495878,2-s2.0-84951764359,"Assessing the impact of real-time price visualization on residential electricity consumption, costs, and carbon emissions",
4792436,2-s2.0-105004395905,Reduction in Organic Aerosol from Coal Combustion is Partially Offset by Enhanced Secondary Formation during the Beijing Coal Burning Ban,
986188,2-s2.0-85027031617,Home-Purchase Limits and Housing Prices: Evidence from China,
4991,2-s2.0-85061549991,Peer effects and voluntary green building certification,
1320,2-s2.0-85059863691,Learning in greenhouse gas emission inventories in terms of uncertainty improvement over time,
936591237,2-s2.0-85009508280,Dividing method of control units for watershed environmental management in the 13th national five-year plan,
4293,2-s2.0-85038814792,Innovation for sustainability: The impact of R&D spending on CO2 emissions,
1486899554,2-s2.0-85149706458,Modeling final energy demand and the impacts of energy price reform in Saudi Arabia,
13659138,2-s2.0-85078702850,Would my driving pattern change if my neighbor were to buy an emission-free car?,
223748830,2-s2.0-84881029301,Traffic induced emission estimates and trends (2000-2005) in megacity Delhi,
146620200,2-s2.0-84983316491,Modelling South Africa's fiscal choices: Cliff or plateau?,
915773357,2-s2.0-0032077845,Emission factors for grain receiving and feed loading operations at feed mills,
648892,2-s2.0-105043804019,Evaluating the environmental impacts of synergistic agricultural policies: a double machine learning analysis of dual-pilot reforms,
644908,2-s2.0-85044114438,High Efficiency Flex-Fuel Engines and the End of the 70% Paradigm,
3737219,2-s2.0-84899088506,Fuel economy standards for light duty vehicles and their potential to aid Iran toward achieving fuel saving and emissions reduction,
40474176,2-s2.0-85100522189,"Different countries, common support for climate change mitigation: The case of Germany and Poland",
3447146036,2-s2.0-0024054555,Characteristics and prospects of use of unleaded gasoline,
7389,2-s2.0-105008563809,How do decision-makers justify the implementation of 30 km/h interventions in the Netherlands? An analysis of 47 traffic order documents,
3899070990,2-s2.0-85193513161,Pathways towards net zero: Assessment of enablers and barriers in Nepal,
111014605,2-s2.0-85149382873,Sustainability Actions towards Neutral Carbon Footprint Higher Education Institutions: A Systematic Review,
65460896,2-s2.0-85144248946,The synergistic effect of carbon performance and technological innovation on corporate financial performance,
5857171,2-s2.0-85196285244,Effect of local measures on the update of the circulating vehicle fleet and the reduction of associated emissions: 10 years of experience in the city of Madrid,
926510266,2-s2.0-85019682780,Focusing on the right targets: Economic factors driving non-hydro renewable energy transition,
78649,2-s2.0-105040534690,Air quality and growth nexus: evidence from South Asian economies,
627757,2-s2.0-105011526581,LITERATURE REVIEW OF INTEGRATING SUSTAINABILITY AND DIGITAL INNOVATION IN WATERWAY TRANSPORT AND MARITIME LOGISTICS,
1380277572,2-s2.0-67049088280,The cost of air pollution abatement for french firms,
552738,2-s2.0-105013751464,"Is Carbon a new portfolio diversifier? Examining the relationship between global carbon pricing, sustainable and conventional assets",
41100,2-s2.0-84902549127,Effectiveness of an improved road safety policy in Ethiopia: An interrupted time series study,
9595,2-s2.0-84976420406,What Are the Benefits of the Water Framework Directive? Lessons Learned for Policy Design from Preference Revelation,
384214,2-s2.0-85195798510,Review of City-Wide 30 km/h Speed Limit Benefits in Europe,
7188182,2-s2.0-105005231401,Reforming Drug Price Regulation: Using Tools That Work,
2211311181,2-s2.0-105027933290,Environmental impacts of standard building renovations: City-level extrapolation from a real case study in Spain,
3047,2-s2.0-84987711700,Carbon trading and green house gas emission-an analysis,
93673528,2-s2.0-77949337579,"Regime fiscal, investimento em petróleo e opções reais",
40840,2-s2.0-84970949925,Have market-oriented reforms decoupled China's CO2 emissions from total electricity generation? An empirical analysis,
1016448990,2-s2.0-0035660101,Enforcing the 1988 Basel capital requirements: Did it curtail bank credit in emerging economies?,
878777100,2-s2.0-34249334635,New entrant allocation in the Nordic energy sectors: Incentives and options in the EU ETS,
447263600,2-s2.0-85089700100,"China’s carbon emissions and trading pilot, political connection, and innovation input of publicly listed private firms",
8520,2-s2.0-0027842085,Germany emphasizes power plant pollution control,
47769310,2-s2.0-85077885426,"Instrument choice, implementation structures, and the effectiveness of environmental policies: A cross-national analysis",
919950804,2-s2.0-85150044942,Solar energy policies in southeast Asia towards low carbon emission: A review,
290394596,2-s2.0-85089859130,Carbon emissions performance trend across Chinese cities: evidence from efficiency and convergence evaluation,
3077010623,2-s2.0-34247557002,Instruments for water quantity and quality management in the agriculture of Aragon,
268980202,2-s2.0-85140006013,National poverty alleviation strategy and policy regulation exemption: A quasi-natural experiment based on the green credit guidelines,
2808,2-s2.0-70449565531,The evolution of capacity markets in the USA,
1683284539,2-s2.0-105000881246,Public Support for Tobacco Endgame Policies: A Systematic Review and Meta-Analysis,
750713,2-s2.0-79951575930,A resource dependence theory perspective of ISO 9000 in managing organizational environment,
8246,2-s2.0-85209626597,Trends for the installation of heat pumps in the US residential buildings,
92163,2-s2.0-85129998174,Minimum Alcohol Pricing and Motor Vehicle Collisions in Scotland,
6209118,2-s2.0-85206640425,Unlocking the COP28 climate agenda in G10 economies: Do environmental taxes and environmentally-related technologies matter in the natural resource-load capacity factor connection?,
534999319,2-s2.0-105044154637,Screening effects of China’s driver’s license test reform: evidence from regression discontinuity design,
7033,2-s2.0-85046020239,"Corporate greenhouse gas inventories, guarantees of origin and combined heat and power production – Analysis of impacts on total carbon dioxide emissions",
51300022,2-s2.0-85102765662,Price Effects of the Austrian Fuel Price Fixing Act: A Synthetic Control Study,
1921,2-s2.0-85077400931,"Modelling coal rent, economic growth and CO2 emissions: Does regulatory quality matter in BRICS economies?",
6249,2-s2.0-84966312286,Two decades of maternity care fee exemption policies in Ghana: Have they benefited the poor?,
4143761629,2-s2.0-105038842601,Impact of domestic digital services trade barriers on their export efficiency: Empirical evidence from the “Digital Silk Road”,
4615175,2-s2.0-85188920390,The effects of farmer cooperatives on agricultural carbon emissions reduction: Evidence from rural China,
90593,2-s2.0-72549117013,Cardiovascular disease-risk benefits of clean fuel technology and policy: A statistical analysis,
4168003,2-s2.0-67650104801,"Carbon dioxide storage options for the COACH project in the Bohai Basin, China",
6981,2-s2.0-85021018922,"Resource rents distribution, income inequality and poverty in Iran",
491849452,2-s2.0-105002632420,Exploring the contributions of circular business models towards the transition of green economy in the Ghanaian construction industry,
5393,2-s2.0-105017225777,The Impact and Mechanism of the Natural Forest Logging Ban Policy on Rural Residents’ Income: A Case Study of China,
61761633,2-s2.0-85185139088,"Analysis of the relationship between tourism, green technological innovation and environmental quality in the top 15 most visited countries: evidence from method of moments quantile regression",
823874692,2-s2.0-85085662287,An analysis of the inter-effect of structural reforms and rail mode share,
1004853,2-s2.0-105025894415,Construction and Measurement of the Transition Finance Evaluation Indicator System for China’s Power Sector,
3591998737,2-s2.0-85215535740,Promoting China’s city-level renewable energy technological innovation through reforming the official promotion system: a quasi-natural experiment,
9153381,2-s2.0-0027986082,Integrating recycling with MSW processing and transfer in a large urban area,
67444,2-s2.0-84865174350,Enforcement of vintage differentiated regulations: The case of new source review,
4407411630,2-s2.0-105034315064,Impact of Charging Price Subsidies on the Charging Behavior of Heterogeneous Electric Vehicle Drivers: Evidence from Beijing,
4041473902,2-s2.0-85102000839,Green Supply Chain Design Under Emission Trading Scheme,
95829,2-s2.0-105024215164,Applying data envelopment analysis to evaluate efficiency of low emission zone policies in European cities,
987757609,2-s2.0-85087491377,Environmental implications of increased US oil production and liberal growth agenda in post -Paris Agreement era,
797203,2-s2.0-85184850710,Energy Benchmarks for the Plastic Sector in Vietnam: from Theory to Practice,
1064676121,2-s2.0-33847309595,Can voluntary pollution prevention programs fulfill their promises? Further evidence from the EPA's 33/50 Program,
736141,2-s2.0-85128308970,Open-Loop Exhaust-Gas Cleaning System: Analysis of Effects Produced on Barcelona Port Water pH,
167817674,2-s2.0-58149199493,Pricing water for environmental externalities in Western Australia,
4483667,2-s2.0-105020569490,AI and Cyber Threat Intelligence Management in the Energy Sector,
616875992,2-s2.0-85083664153,Evaluation of air quality and mobility policies in 14 large Italian cities from 2006 to 2016,
387052505,2-s2.0-0032168824,Sulfur dioxide emissions and market effects under the clean air act acid rain program,
570595,2-s2.0-85042130069,Significant reduction in indoor radon in newly built houses,
89260488,2-s2.0-84902324517,Willingness to engage in energy conservation and CO2 emissions reduction: An empirical investigation,
539618,2-s2.0-85072232663,"Urban form, travel behavior, and travel satisfaction",
30217937,2-s2.0-85130227574,Ex post evaluation of voluntary environmental policies on the energy intensity in Chilean firms,
50962,2-s2.0-20444491937,Economic impact of Kyoto protocol draws scrutiny as cost projections rise,
19238980,2-s2.0-105006763619,Introduction to Net Zero Carbon in Construction,
470283436,2-s2.0-84864834513,Carbon market and technology transfer: Statistical analysis for exploring implications,
2532474875,2-s2.0-85028638655,"SMEs’ growth in international markets: export intensity, export diversification and distribution strategies",
3689161533,2-s2.0-105004438078,Can targeted industrial policy drive low-carbon transformation? evidence from China’s Five-Year Plans,
8121464,2-s2.0-85049864376,Place and Policy: Secondhand Smoke Exposure in Bars and Restaurants,
545270,2-s2.0-85167831568,Resource curse on innovation: A perspective on local mining industry monopolies in resource-based cities in China,
9028,2-s2.0-84859104184,Nonlinearities in carbon spot-futures price relationships during Phase II of the EU ETS,
2732,2-s2.0-105004454111,Assessing the Impact of COFDI on Economic Growth in African Belt and Road Initiative Countries: An Empirical Two-step System GMM and DID Analysis,
16470104,2-s2.0-85144154998,The Role of Climate Finance in Achieving Cop26 Goals: Evidence from N-11 Countries,
3468076,2-s2.0-79958219300,Curitiba environmental planning and policies: Discussing the government public action effectiveness from 1998 to 2005,
14783,2-s2.0-84933180329,Speculative and hedging activities in the European carbon market,
571239,2-s2.0-84921276509,Carbon prices and incentives for technological development,
18320088,2-s2.0-84868192430,Toward the integration of European natural gas markets: A time-varying approach,
