document_id,external_id,name,file_path
424165,2-s2.0-85105699915,Can “energy saving and emission reduction” demonstration city selection actually contribute to pollution abatement in China?,
18148,2-s2.0-85194714507,Ecological construction status of photovoltaic power plants in China’s deserts,
1514,2-s2.0-84929142547,Analysis of the effectiveness of the NEC Directive on the tropospheric ozone levels in Portugal,
9215,2-s2.0-85161618647,Environmental goods provision and gentrification: Evidence from MillionTreesNYC,
5040,2-s2.0-77950369915,Current status of the Tsukuba Magnet Laboratory: Reconstruction of the apparatus and research activities,
79523,2-s2.0-85026678055,"Water, sanitation and hygiene infrastructure and quality in rural healthcare facilities in Rwanda",
520995443,2-s2.0-105030225676,"Improving the quality of care for mothers, newborns, and children in ten hospitals of the Republic of Tajikistan",
12809,2-s2.0-85213726934,Environmental regulation policy and enterprise digital transformation: evidence from low-carbon city policies in China,
3782871365,2-s2.0-0348082408,Guiding principles and problems of a voluntary scheme to regulatethe use of plastics in food packaging,
309073281,2-s2.0-85018492301,Recent grassland losses are concentrated around U.S. ethanol refineries,
394102396,2-s2.0-85186955812,Random forest model-assisted evaluation of spatiotemporal differentiation of China's agricultural net carbon sink and evolution of influencing factors,
4906304575,2-s2.0-84937468675,Reducing severance costs or subsidizing permanent job creation: Which policy is more effective to reduce duality?,
6639,2-s2.0-85179662586,The driving factors and policy evaluation of China’s carbon efficiency from the perspective of the enterprise heterogeneity,
8945678,2-s2.0-48849105745,"Driving the waste prevention agenda - An evaluation of weighing kerbside household waste arisings methodology, in Dorset, UK",
63305106,2-s2.0-33745254739,Effectiveness of Clean Indoor Air Ordinances in Controlling Environmental Tobacco Smoke in Restaurants,
5254568,2-s2.0-0034176774,The missing pollution haven effect: Examining some common explanations,
1018945063,2-s2.0-84978245823,The impacts of intergovernmental grants on municipal infrastructure: Evidence from the Canada-Quebec infrastructure works 2000 program,
98316,2-s2.0-85103356879,Digging deeper into cutting methane emissions from the oil and gas industry in the era of volatile prices,
692002648,2-s2.0-85126698958,Assessing the impact of green nudges on ozone concentration: Evidence from China's night refueling policy,
1675854750,2-s2.0-85014690623,Early and late adopters of ISO 14001-type standards: revisiting the role of firm characteristics and capabilities,
5022581,2-s2.0-85104000342,On Implementation Of «Clean Air» Federal Project In Omsk,
1684605,2-s2.0-85139373984,The impact of primary school nutrition policy on the school food environment: A systematic review,
3641,2-s2.0-105019553317,"Estimating the local economic impacts of Early Learning and Childcare expansion in Glasgow, Scotland",
2576309,2-s2.0-85041138872,Air quality and acute myocardial infarction in adults during the 2016 Hangzhou G20 summit,
877484,2-s2.0-84919601946,Assessment of the sustainability guidelines of EU Renewable Energy Directive: The case of biorefineries,
40620,2-s2.0-85118835735,The non-operating solar projects: Examining the impact of the feed-in tariff amendment in Japan,
2583313355,2-s2.0-85206239591,Environmental protection tax reform and corporate Climate Risk Disclosure,
3925959471,2-s2.0-85203300299,Corporate environmentalism and economic performance: examining the effects of ISO 14001 certification on technical efficiency,
439149,2-s2.0-85132253364,Reduction of Power Consumption and CO2 Emissions as a Result of Putting into Service High-Speed Trains: Polish Case,
20776369,2-s2.0-0021069563,"( Incentives to exports and to domestic sales: an analysis of commercial policies and of discrimination against exports, 1980- 81, Brazil).",
852525379,2-s2.0-85173782609,How do countries frame climate change? A global comparison of adaptation and mitigation in UNFCCC National Communications,
1304841,2-s2.0-85016230929,Green Electricity Markets as Mechanisms of Public-Goods Provision: Theory and Experimental Evidence,
212949595,2-s2.0-85163747867,DIGITAL AND CIRCULARITY IN BUILDING: KETs for waste management in the European Union,
8922,2-s2.0-84962733750,Implementation of the ACM0002 methodology in small hydropower plants in Colombia under the Clean Development Mechanism,
2356389275,2-s2.0-85141348148,Economic interests cloud hazard reductions in the European regulation of substances of very high concern,
541338113,2-s2.0-105001076862,Making tourism more sustainable: empirical evidence from EU member countries,
347817328,2-s2.0-85079054624,Evaluating the impact of implementing Minimum Energy Performance Standards appliance regulation in Malaysia,
6063003,2-s2.0-105040596085,Policy Viability and Sustainable Development: The Environmental and Technological Implications of Carbon Trading Policy in China,
845748,2-s2.0-84954471294,"Tennessee Gas Pipeline Company, L.L.C.; Notice of schedule for environmental review of the broad run expansion project",
9216692,2-s2.0-85137588177,A global evaluation of the effectiveness of voluntary REDD+ projects at reducing deforestation and degradation in the moist tropics,
57992,2-s2.0-85161690932,Assessing Office Building Marketability before and after the Implementation of Energy Benchmarking and Disclosure Policies—Lessons Learned from Major U.S. Cities,
247416266,2-s2.0-105026367564,Linking municipal waste and environmental sustainability: policy-driven solutions through renewable energy and innovation,
41378921,2-s2.0-85076062500,"Evidence that a national REDD+ program reduces tree cover loss and carbon emissions in a high forest cover, low deforestation country",
3767963360,2-s2.0-85135270782,Clean energy indices and brown assets: an analysis of tail risk spillovers through the VAR for VaR model,
91360,2-s2.0-85138851214,Inequity in Environmental Pollution of China’s Livestock and Poultry Industry: A Frontier Applications of Spatial Models,
530564,2-s2.0-85149839260,THE IMPACT OF EU-ETS ON TRADE: EVIDENCE ON ITALIAN MANUFACTURING FIRMS,
684350404,2-s2.0-84887547874,Air pollutant reduction co-benefits of CDM in China,
3964396104,2-s2.0-105045406902,Effects-Based Integrated Assessment Modelling for the Support of European Air Pollution Abatement Policies,
39753507,2-s2.0-85217010976,Decarbonization like China: How does green finance reform and innovation enhance carbon emission efficiency?,
1571140715,2-s2.0-84951818358,Evaluation of the Effect of Subsidies on the Production Capability of Land in Selected Regions of the Czech Republic,
7143791,2-s2.0-85111352588,Real-World Emissions of Euro VI Heavy-Duty Vehicles,
8023583,2-s2.0-85161672984,Do carbon emission trading schemes enhance enterprise green innovation efficiency? Evidence from China's listed firms,
75300860,2-s2.0-85193970806,Changes in PM2.5-related diabetes risk under the implementation of the clean air act in Shanghai,
86448719,2-s2.0-85173826448,The Impact of Modest Price Increases and Single Cigar Restrictions on Youth Cigar Use,
71594,2-s2.0-85212408391,The effect of agricultural policy on sustainability and environmental protection: omnibus law case study,
6953,2-s2.0-105000820660,"Environmental consequences of interacting effects of changes in stratospheric ozone, ultraviolet radiation, and climate: UNEP Environmental Effects Assessment Panel, Update 2024",
86317532,2-s2.0-105003189070,Updating the greenhouse gas emissions of liquid biofuels from Annex V of the Renewable Energy Directive II (RED II): An overview,
461634327,2-s2.0-85175552940,Energy efficiency in the South African mining sector: A case study at a coal mine in Mpumalanga,
507781,2-s2.0-4644351951,Review of renewable energy use in Lithuania,
751518,2-s2.0-105024091852,Corporate environmental responsibility in global supply chains: evidence from the environmental tax reform in China,
21926508,2-s2.0-85073809949,"Real estate verticalization and ground rent valorization due to public infrastructure: An econometric analysis of Greater Santiago, 2008-2011",
71936993,2-s2.0-85123465800,Evaluating CAP wildflower strips: High-quality seed mixtures significantly improve plant diversity and related pollen and nectar resources,
15992991,2-s2.0-84924221173,"Cool roofs in China: Policy review, building simulations, and proof-of-concept experiments",
63890903,2-s2.0-85122786571,Development and validation of a guide to support public managers and retailers in promoting a healthy food environment,
58205,2-s2.0-84888367982,Strategies for sustainable housing development-the challenges from renewable energy,
39180899,2-s2.0-105033826824,Evolution of Maritime CO₂ Performance Under the EU MRV Framework (2018–2023): Emission Patterns and a Baseline for Policy Assessment,
641661584,2-s2.0-85073383388,Subsidies to less favoured areas in the Czech Republic: Why do they matter?,
4297574208,2-s2.0-85130240569,The Effect of Rebate and Loan Incentives on Residential Heat Pump Adoption: Evidence from North Carolina,
3655287158,2-s2.0-84924717659,Analyzing the impact of cost-containment mechanisms on the profitability of solar PV plants in Spain,
9804,2-s2.0-85072462268,Injection pressure influence on diesel engine performance and emissions,
69496,2-s2.0-84997503350,Assessing the environmental performance of construction materials testing using EMS: An Australian study,
6394598,2-s2.0-85044463656,Are developed regions in China achieving their CO2 emissions reduction targets on their own? - Case of Beijing,
1016,2-s2.0-85208558621,"Domestic and foreign cap-and-trade regulations, carbon tariffs, and product tariffs during international trade conflicts: A multiproduct cost-efficiency analysis",
40112944,2-s2.0-84886684506,Examining fatal crash reductions by first harmful events since the introduction of the federal highway safety improvement program,
302562,2-s2.0-79952714822,"Dynamics of atmospheric PM2.5, NOX, CO during the Beijing Olympic Games",
2839355,2-s2.0-85164994470,Status of persistent organic pollutants in Ethiopia,
359151,2-s2.0-9744224464,Collision course,
267642,2-s2.0-84866645992,Time-series modeling of the demand for energy efficient residential appliances,
48394308,2-s2.0-85068131729,"Eat, play, live: A randomized controlled trial within a natural experiment examining the role of nutrition policy and capacity building in improving food environments in recreation and sport facilities",
264192019,2-s2.0-80052695194,Methodologies and applications for critical infrastructure protection: State-of-the-art,
3438,2-s2.0-84955751579,Analysis of the chinese market for building energy efficiency,
7458,2-s2.0-85183842355,Spatially coordinated conservation auctions: A framed field experiment focusing on farmland wildlife conservation in China,
7804,2-s2.0-85132871497,Carbon management strategy effects on the disclosure and efficiency of carbon emissions: A study of Colombian companies’ context and inherent characteristics,
233620,2-s2.0-85172380396,Exploring the Impact of Fair Trade on the Agricultural Sector of Latin America: A Review of the Scientific Literature,
553795076,2-s2.0-85021366955,"How do Price Caps in China's Electricity Sector Impact the Economics of Coal, Power and Wind? Potential Gains from Reforms",
91970,2-s2.0-1642476698,Using Risk-Based Decision-Making Principles to Develop E&P Cleanup Standards in Indonesia,
