document_id,external_id,name,file_path
3189,2-s2.0-85131204542,Experimental study on shear performance of steel shell-concrete composite structure in immersed tunnel,
7583,2-s2.0-105014329737,Enhanced Control Strategy for FESSs: A Derivative-Free Fast Terminal Sliding Mode Approach With Reduced-Order Error-Based ESO,
122077885,2-s2.0-85051788267,Investigation of charge accumulation in Si3N4/SiO2 dielectric stacks for electrostatically actuated NEMS/MEMS reliability,
842698049,2-s2.0-85195063479,Verification Technology for Metrological Performance of Secondary Standard Devices for Natural Gas Flow,
4452431464,2-s2.0-3342875822,Frame relay and development for the network controller LSI circuit,
2227735,2-s2.0-84982706242,Evaluation of Environmental Performance Based on Proximity to Bat Associated Resource Utilization and Emission Values: A Case Study in a Steel-Making Industry,
8220299,2-s2.0-85117883034,Spatial ergodicity and central limit theorems for parabolic Anderson model with delta initial condition,
575181594,2-s2.0-105008460469,An operational regulation method for solar heating system based on Deep reinforcement learning,
821468,2-s2.0-105017912454,Transformation of Artistic Drawings Into WLAN-Band Wearable Antennas,
9804,2-s2.0-85192996000,Hybrid KANN-DBSCAN with KNN for Anomaly Detection of Power Plug-in Board,
2075923651,2-s2.0-77954685357,Can allergy be prevented in children? Environmental intervention. Introduction,
1773335930,2-s2.0-84957714572,"Installation, startup and performance of a static var compensator for an electric arc furnace upgrade",
3673346,2-s2.0-85138424218,A Federated Learning Framework for Automated Decision Making with Microscopic Traffic Simulation,
7669,2-s2.0-84967389311,London’s environment: Prospects for a sustainable world city,
3497775021,2-s2.0-85102454309,Experimental analysis on modulus of elasticity of slag based concrete,
3656327,2-s2.0-85052845497,Polymerization-Induced Self-Assembly under Compressed CO 2 : Control of Morphology Using a CO 2 -Responsive MacroRAFT Agent,
2917811730,2-s2.0-85094952759,Environmental politics and policy adaptation in China: The case of water sector reform,
6750,2-s2.0-84867915838,Development of scandate cathode and its prospect-A review,
373486,2-s2.0-85135783709,Optimal Model Predictive Controller for Grid-Connected Voltage Source Converters,
2064480,2-s2.0-85210823321,An MDP-Based Approach for Distribution System Control with PV Generation and Battery Storage,
41006945,2-s2.0-85199957330,"Enhancing the integration of PV and coal-fired power plant for low-carbon, low-cost, and reliable power supply through various energy storage systems",
2076846614,2-s2.0-85000538613,Rear-view vehicle detection based on MSER and spatial combination feature description,
89973,2-s2.0-85197399771,A shared ride matching approach to low-carbon and electrified ridesplitting,
384479,2-s2.0-0035264352,The multifrequency emission of Mrk 501. From radio to TeV gamma-rays,
937955,2-s2.0-85087355727,Growth of soil lipolitic microorganisms in different culture media with vegetal oil,
486397,2-s2.0-105015018766,Trentepohlia,
39172,2-s2.0-85136257467,IR analysis of biogas from the processing of distiller's waste,
7055,2-s2.0-85076230091,"Cryopreservation of heat-shocked canine adipose-derived mesenchymal stromal cells with 10% dimethyl sulfoxide and 40% serum results in better viability, proliferation, anti-oxidation, and in-vitro differentiation",
5289771,2-s2.0-85045593775,Project management for sustainable infrastructure,
83776,2-s2.0-85201935474,Research on Key Technology of Operation Control System of Medium-Speed Maglev Train,
36807374,2-s2.0-84954233671,A pathway to nearly zero energy,
6537,2-s2.0-0020221533,ENERGY CHARACTERISTICS OF EXPERIMENTAL MODULE OF CYLINDRICAL PARABOLIC SOLAR INSTALLATION.,
96217,2-s2.0-33845979863,Three-dimensional compressible hydrodynamic simulations of vortices in disks,
1241875431,2-s2.0-85101410052,Implementing regulation towards the creation of a well-functioning energy market,
374801,2-s2.0-84959257317,A numerical analysis on nanofluid mixed convection in triangular cross-sectioned ducts heated by a uniform heat flux,
176274,2-s2.0-85047932862,Impact of IT Capability on the Performance of Port Operation,
10095,2-s2.0-0026571848,"Lactose digestion from unmodified, low-fat and lactose-hydrolyzed yogurt in adult lactose-maldigesters",
3660,2-s2.0-105043649145,An automated data-driven simulation framework for digital twin-enabled manufacturing analytics using process mining,
1907,2-s2.0-85218034568,BERT-MLTKE: A Multi-task Deep Learning Framework for Keyphrase Extraction in Social Media,
4260542142,2-s2.0-73249132917,Efficacy of Olyset long-lasting bednets to control transmission of cutaneous leishmaniasis in Iran,
2318289,2-s2.0-85078474054,Enhancing charge mobilities in self-assembled N⋯I halogen bonded organic semiconductors: A design approach based on experimental and computational perspectives,
450807680,2-s2.0-85123515738,Analysis of the Coupling Effect of Thermal and Traffic Loads on Cement Concrete Pavement with Voids Repaired with Polymer Grout,
3971555055,2-s2.0-86000512637,How To Discretize Continuous State-Action Spaces in Q-Learning: A Symbolic Control Approach,
4427789,2-s2.0-85170844525,Environmental Accounting in the European Accounting Review: A Reflection,
20338,2-s2.0-84889561932,The determinants of credit allocations in a market-based trading system: Evidence from the RECLAIM program,
189454017,2-s2.0-84959487276,A Fast Modular Method for True Variation-Aware Separatrix Tracing in Nanoscaled SRAMs,
1835974520,2-s2.0-85210973035,Realization of multi-station time difference measurement based on parameter characteristics mapping,
58338458,2-s2.0-4544324310,"Infrastructures for education, research and industry in microelectronics - A review",
668836408,2-s2.0-85038407213,The sooth beneath the taste roseas in the urethra and first description of neuro-morpho-chemical mechanism of penile erectile posture in males: an experimental study,
397977,2-s2.0-85081688068,A review of frequency regulation of DFIG-based wind farms,
82745,2-s2.0-105020963953,Optimizing the Selection of Vulnerability Remediation Actions in Operational Technology Environments,
8728,2-s2.0-0025379121,The effect of leukotriene C4/D4 receptor antagonist (ONO-1078) and thromboxane A2 synthetase inhibitor (OKY-046) on airway hyperresponsiveness induced by ozone exposure in guinea pigs,
1374587,2-s2.0-85180147526,Personal comfort models in long-term monitoring using physiological data from wearable sensors,
45094584,2-s2.0-84865475047,Flow visualization and conjugate heat transfer study from shower head impinging jets,
8621,2-s2.0-105010589987,Robustness of infrastructure networks with cascading overload failures under extreme geographically localized attacks,
382278,2-s2.0-85135750583,Delay-Based Packet-Granular QoS Provisioning for Mixed Traffic in Industrial Internet of Things,
5163212760,2-s2.0-85209897186,Strategy Model for Petroleum Contracts: A Holistic Sensitivity Analysis of Oil Royalties to Hydrocarbons Commercialization,
81532,2-s2.0-85211939065,Path Planning Model of Mobile Charging Facilities Combined Scheduling Service,
70310,2-s2.0-79955476540,Mapping ecosystem processes and function across shallow seascapes,
71067,2-s2.0-85101313909,Leveraging neighborhood session information with dual attentive neural network for session-based recommendation,
3349846317,2-s2.0-84863737593,The role of climatic factors in the expression of an intrasexual signal in the paper wasp polistes dominulus,
3001347844,2-s2.0-78651274412,The operation control technology of wind generating set,
1720,2-s2.0-48749102792,Lepidium meyenii (Maca) varieties did not alter female reproductive parameters in adult intact rats,
241786099,2-s2.0-84876512800,Headphone virtualisation: Improved localisation and externalisation of non-individualised HRTFs by cluster analysis,
766460198,2-s2.0-85069697215,Effect of using cinnamon oil encapsulated in maltodextrin as exogenous flavouring on flavour quality and stability of biscuits,
82656,2-s2.0-0029946548,Interleukin-6 production and secretion in human melanoma cell lines: Regulation by interleukin-1,
9569281,2-s2.0-85075761017,Circuit for Monitoring and Reestablishment of PEM Fuel Cell Voltage Using Controlled Short Circuits,
710085543,2-s2.0-85127540165,"Time Series Analysis of Economic Growth, Environmental Conditions and Their Coordination Degree: A Case Study of Provinces in Northeast China",
7280432,2-s2.0-0016628208,START UP AND TESTING OF COKE OVEN EMISSION CONTROL CAR.,
6428,2-s2.0-0035013549,Involvement of cortical microtubules in plastic extension regulated by gibberellin in Lemna minor root,
5075080,2-s2.0-85034072238,An advanced harmonic extraction technique applied to a three-phase three-level active power filter,
4456759033,2-s2.0-85120464474,Is there a long run nexus among mental disorder and socio-economic indicators?: Experiences from an econometric study across 40 countries,
18709,2-s2.0-84930574197,Synthesis and characterization of green agents coated Pd/Fe bimetallic nanoparticles,
1366592,2-s2.0-85127922861,Control of Rabi splitting energies in CuCl microcavities with HfO2/SiO2distributed Bragg reflectors,
582076,2-s2.0-105015077285,Magnetic biochar derived from Fenton iron sludge activated persulfate for antibiotic degradation: Dual roles of adsorption and oxidation,
9976955,2-s2.0-84883663114,Stabilizing materials' chemistry by implementation of real time elemental laser-induced breakdown spectroscopy (LIBS) analysis,
3186,2-s2.0-85133652644,Blockchain for Distributed Energy Resources Management and Integration,
4074756950,2-s2.0-31844437855,ArF photoresist deformation in dual frequency superimposed capacitively coupled plasma (DFS-CCP) with different frequency combinations,
9725,2-s2.0-84947029453,Evaluation of Microalgae Biofuel Production Potential and Cultivation Sites Using Geographic Information Systems: A Review,
8777,2-s2.0-85127124014,Factors Influencing the Waste Separation Behaviors of Urban Residents in Shaanxi Province during the 14th National Games of China,
5603,2-s2.0-105043635417,Enhancing ADS-B Resiliency Against Spoofing,
5565332,2-s2.0-105018040671,Analysis and Design of a Novel Expandable AC-AC Boost Direct Converter,
2265623,2-s2.0-84861740906,Attenuation of hysteretic energy spectra of strong ground motion,
7694,2-s2.0-77956554877,Using heterogeneous data sources in a systems biology approach to modeling the Sonic Hedgehog signaling pathway,
5174788,2-s2.0-84984848453,Nonlinear observer based control for travelling wave nuclear reactors based on the Lyapunov approach during load following operation,
605528395,2-s2.0-85074322271,Anthropogenic land-use change intensifies the effect of low flows on stream fishes,
829762,2-s2.0-85218027686,Evidence-based nursing practices in children suffering from asthma,
415538504,2-s2.0-0032904490,Distribution and retrograde transport of trophic factors in the central nervous system: Functional implications for the treatment of neurodegenerative diseases,
1408829973,2-s2.0-84925158478,Risk propensity and conflict behavior in dyadic negotiation: Some evidence from the laboratory,
2069205913,2-s2.0-79951789432,Conservation agriculture for wheat-based cropping systems under gravity irrigation: Increasing resilience through improved soil quality,
522174857,2-s2.0-0242690451,Discriminative Motifs,
6883,2-s2.0-85189565926,Utilisation of reclaimed asphalt pavement with warm mix asphalt as sustainable pavement technologies: Comprehensive review and challenges,
8852,2-s2.0-85179741836,Decadal survival of tropical pioneer seeds in the soil seed bank is accompanied by fungal infection and dormancy release,
73807228,2-s2.0-0033519331,Site-specific control of T cell traffic in the brain: T cell entry to brainstem vs. hippocampus after local injection of IFN-γ,
2730089,2-s2.0-85121709912,Exploring the catalytic mechanism of the rna cap modification by nsp16-nsp10 complex of sars-cov-2 through a qm/mm approach,
9952646,2-s2.0-85070688183,The Trajectory Tracking Method of Intelligent Vehicle Based on Optimality Control,
1184,2-s2.0-85170659808,Charging process simulation of a coil by a self-regulating high-Tc superconducting flux pump,
46791767,2-s2.0-85078184109,Numerical modeling of massive timber piles supporting double-span stone arch bridge damaged in 2011 great east Japan earthquake,
74902449,2-s2.0-85142918486,Stringent Starvation Protein SspA and Iron Starvation Sigma Factor PvdS Coordinately Regulate Iron Uptake and Prodiginine Biosynthesis in Pseudoalteromonas sp. R3,
49770283,2-s2.0-85044530368,An iterative refinement approach to fitting clearing functions to data from simulation models of production systems,
2836186,2-s2.0-85086823824,Airborne particle and microbiological human emission rate investigation for cleanroom clothing combinations,
4643404785,2-s2.0-84860278912,A novel control algorithm for maximum power point tracking of photovoltaic,
7437251,2-s2.0-85163365605,Design and development of a remotely operated vehicle and its control system,
88911,2-s2.0-85111413990,"Links between climate change knowledge, perception and action: Impacts on personal carbon footprint",
151458,2-s2.0-84884978168,Overburden fracture evolution laws and water-controlling technologies in mining very thick coal seam under water-rich roof,
2383390470,2-s2.0-85218029789,Comparative Optical Analysis Using Homemade Spectrometers: Transmittance and Reflectance Methods for Material Studies,
568196,2-s2.0-33751346405,Application of population pharmacokinetic analysis in experimental pharmacology. I. Population pharmacokinetic analysis of caffeine in rats,
504100054,2-s2.0-28744438294,New job classes for fully automated reticle and sorter dispatch,
1929,2-s2.0-85073188297,GRID-SITES: Gridded Solar Iterative Temperature Emission Solver for Fast DEM Inversion,
749564,2-s2.0-0023365642,Role of atmospheric gases in the space charge polarization of low-density polyethylene in a divergent ac field,
3169575198,2-s2.0-85032809950,Analytical solution and Bayesian inference for interference pumping tests in fractal dual-porosity media,
1094424,2-s2.0-85065674848,Is there a housing bubble in China?,
4257533556,2-s2.0-105022607433,Kinetics of coal oxidation for underground coal fires based on surface and volume reaction models,
2854112311,2-s2.0-85213568408,Phycoremediated Microalgae and Cyanobacteria Biomass as Biofertilizer for Sustainable Agriculture: A Holistic Biorefinery Approach to Promote Circular Bioeconomy,
95856,2-s2.0-0036020599,H4SiW12O40-catalyzed oxidation of nitrobenzene in supercritical water: Kinetic and mechanistic aspects,
1763211641,2-s2.0-0035908883,Fluid dynamics and mixing in three-phase coal and oil residue hydrogenation sieve cascade reactors,
2293,2-s2.0-0033601843,Transcriptional regulation of adrenomedullin in rat vascular smooth muscle cells,
78386,2-s2.0-0042819910,Squeeze damping film analysis of solenoid valve for electronic control unit pump fuel injection system,
4454305,2-s2.0-85066044944,Vibration-based fatigue damage and fracture investigation of a special sheet specimen with surface notch,
22021,2-s2.0-0030003528,A cloud adult: The Staphylococcus aureus-virus interaction revisited,
78418677,2-s2.0-0028929159,High Cell‐Density Culture System of Hepatocytes Entrapped in a Three‐Dimensional Hollow Fiber Module with Collagen Gel,
72289,2-s2.0-85056357870,Design and application of energy router to realise the smart power microgrid,
7384,2-s2.0-85102202688,A New Entity Salience Task with Millions of Training Examples,
580083010,2-s2.0-85044070448,Application and effect evaluation of production informatization in oil and gas fields,
392123023,2-s2.0-85161687215,Narratives in Public Communication,
1431930,2-s2.0-105015185558,A Model-Independent Online Learning-Based Control Strategy for DC/AC Inverters,
43009438,2-s2.0-85144829379,Convolutional Network Research for Defect Identification of Productor Appearance Surface,
29955,2-s2.0-85210662137,Carbon emission controls and optimal carbon related regulation in oligopoly: Examination of policy effects on competitiveness and entry deterrence,
815078793,2-s2.0-84866729766,Finite difference approximations and dynamics simulations for the Lévy Fractional Klein-Kramers equation,
149422,2-s2.0-84873697476,Spin-lattice relaxation time in pressure-induced two-leg ladder cuprate superconductors,
9888594,2-s2.0-105023644474,Heat stress enhances VLDL secretion in chicken ovarian follicles to potentiate its impact on follicular cell survival and maturation,
2338364509,2-s2.0-34248193462,Revascularization after segmental resection of lower extremity soft tissue sarcomas,
139656692,2-s2.0-85134497097,"Training in pediatric hepatology across Europe: a survey of the National Societies Network (2016-2019) of the European Society for Paediatric Gastroenterology, Hepatology and Nutrition",
33913025,2-s2.0-85013975739,Tuning primary frequency controllers using robust control theory in a power system dominated by hydropower,
274253,2-s2.0-78649698736,Evaluation of a group a streptococcus synthetic oligosaccharide as vaccine candidate,
774542,2-s2.0-85164384412,A unique monetary reaction rule: the case of Lebanon,
6289218,2-s2.0-79952093045,On the value distribution and moments of the Epstein zeta function to the right of the critical strip,
977303323,2-s2.0-85178384318,Development of Temperature Algorithm Based on Control of Radiator Valve,
48450,2-s2.0-78449294672,A path supervision framework - A key for service monitoring in Infrastructure as a Service (IaaS) platforms,
327617739,2-s2.0-0036703052,Exercise-induced asthma among Thai asthmatic children,
38075,2-s2.0-0023439341,WARNINGS OF MALFUNCTION: THE DECISION TO INSPECT AND MAINTAIN PRODUCTION PROCESSES ON SCHEDULE OR ON DEMAND.,
4671778,2-s2.0-85192519053,Understanding Information-Limiting Environments in Personalized News Platforms—A Systems Perspective,
2345842093,2-s2.0-79955443624,Mechanism of floor heave and control technology of roadway induced by mining,
53158,2-s2.0-85151384548,Study on the Actuation Characteristics of Microsecond Pulse Sliding Discharge Plasma,
6650,2-s2.0-85112124655,Plant bioactive peptides: Current status and prospects towards use on human health,
77929,2-s2.0-42749108867,"The effect of PPARα, PPARδ, PPARγ, and PPARpan agonists on body weight, body mass, and serum lipid profiles in diet-induced obese AKR/J Mice",
419920271,2-s2.0-85048442575,Effect of hydrogen addition on laminar burning velocity of CH4/DME mixtures by heat flux method and kinetic modeling,
78302,2-s2.0-85112076398,Use of electrocoagulation for treatment of pharmaceutical compounds in water/wastewater: A review exploring opportunities and challenges,
3555,2-s2.0-0033352875,Inductive voltage adder driven X-ray sources for hydrodynamic radiography,
11750411,2-s2.0-85075566315,“Bilingual expert” can find translation errors,
96755,2-s2.0-85150236588,EXPERIMENTAL INVESTIGATION ON THE EFFECT OF CONTROLLED HEATING AND COOLING PROCESSES IN AISI 1040 STEEL,
60973,2-s2.0-0020603467,Practical problems of dust control,
33295307,2-s2.0-79952138021,Lack of P-limitation of phytoplankton and heterotrophic prokaryotes in surface waters of three anticyclonic eddies in the stratified Mediterranean Sea,
541981744,2-s2.0-105003047392,"Corrosion inhibition and in silico toxicity assessment of imidazo[1,2-a]pyrimidine-Schiff base derivatives as effective and environmentally friendly corrosion inhibitors for mild steel",
3636791619,2-s2.0-85017189691,Reliability and availability modeling of Uninterruptible Power Supply (UPS) systems using monte-carlo simulation,
98245,2-s2.0-85103776087,Precise control of ultramicropore structure of activated carbon fiber for the application of Cu(II) adsorption/electro-adsorption,
5028543,2-s2.0-80053625369,Over-expression of mitochondrial ferritin affects the JAK2/STAT5 pathway in K562 cells and causes mitochondrial iron accumulation,
238459529,2-s2.0-85147892578,Edible Plant Extracts against Aedes aegypti and Validation of a Piper nigrum L. Ethanolic Extract as a Natural Insecticide,
92305,2-s2.0-85054870205,A comparison of machine learning classifiers for energy-efficient implementation of seizure detection,
75276,2-s2.0-85125696711,CWM-CGAN Method for Renewable Energy Scenario Generation Based on Weather Label Multi-Factor Definition,
334515,2-s2.0-105010034477,Performance of two different artificial intelligence models in dental implant planning among four different implant planning software: a comparative study,
4165952,2-s2.0-85115397065,Multi-layer high-resolution soil moisture estimation using machine learning over the United States,
325106,2-s2.0-0141862082,Stromal cell-derived factor-1 production by spleen cells is affected by nitric oxide in protective immunity against blood-stage Plasmodium chabaudi CR in C57BL/6j mice,
334054226,2-s2.0-84904011064,Potato mini-tuber production through direct transplanting of in vitro plantlets in green or screen houses - A review,
99383,2-s2.0-78649390907,Defect-free half-V-mode ferroelectric liquid-crystal device,
86491468,2-s2.0-85208784932,Digital rock mechanics solutions for underground engineering problems such as coal mining,
91858,2-s2.0-85205582162,Mapping Real World Locomotion Speed to the Virtual World in Large Field of View Virtual Environments,
9598,2-s2.0-85048159753,Stainless steel tailings accelerated direct carbonation process at low pressure: Carbonation efficiency evaluation and chromium leaching inhibition correlation analysis,
31068732,2-s2.0-84877992795,Optimal contracts for providing load-side frequency regulation service using fleets of electric vehicles,
272818,2-s2.0-85131729403,Review and validation of photovoltaic solar simulation tools/software based on case study,
7878353,2-s2.0-85139233763,Mosquito larvicides disrupt behavior and survival rates of aquatic insect predators,
3467801117,2-s2.0-85124365746,Customized Sequential Quadratic Programming for Solving Large-Scale AC Optimal Power Flow,
593181449,2-s2.0-70349843236,"Comparative study of selective CO oxidation over Pt-Co-M/Al2O3 catalysts (M=Ce, Mg, Mn, Zr, Fe) in hydrogen-rich streams: Effects of a second promoter",
7305,2-s2.0-85138997741,Optimal decisions in two-echelon supply chain under hybrid carbon regulations: The perspective of inner carbon trading,
158724,2-s2.0-0036231822,Non-perturbative renormalization flow in quantum field theory and statistical physics,
1350508,2-s2.0-85122576249,A Novel Flexible Fault Current Limiter for DC Distribution Applications,
37224625,2-s2.0-85097544647,Modulated Model Predictive Control for Dynamic Stabilization of DC Microgrid,
37629,2-s2.0-70349694031,Towards an holistic framework for environmental change: The role of normative behaviour and informal networking to enhance sustainable business practices,
41059286,2-s2.0-0029879193,"Percutaneous absorption of 2,4-dichlorophenoxyacetic acid from soil with respect to soil load and skin contact time: In vivo absorption in rhesus monkey and in vitro absorption in human skin",
2800705,2-s2.0-79952359343,Optimisation of polyphenols extraction from chestnut shell by response surface methodology,
96906,2-s2.0-84889766415,Business logo signing,
4509,2-s2.0-85166660973,The Digital Hospital: A Scoping Review of How Technology Is Transforming Cardiopulmonary Care,
2751455372,2-s2.0-105038341884,Research on Dynamic Execution Optimization of Smart Contracts Based on GRPO Algorithm,
50438,2-s2.0-0025505482,Functional dualism of local controllers with respect to congestion control and store-and-forward deadlock prevention in packet networks,
156777,2-s2.0-85205663444,Study on the physical properties of red clay cured by different external admixtures combined with enzyme induced carbonate precipitation technology,
6886798,2-s2.0-105004237574,A Microhydroelectric Power Plant with Maximum Power Point Tracking,
44831,2-s2.0-85133361044,Genomic analysis of Listeria monocytogenes from US food processing environments reveals a high prevalence of QAC efflux genes but limited evidence of their contribution to environmental persistence,
3757,2-s2.0-84866072020,A method for ontology construction derived from Folksonomy,
11642870,2-s2.0-0035910457,Alkaline response genes of Saccharomyces cerevisiae and their relationship to the RIM101 pathway,
7518063,2-s2.0-105005412776,Mix proportion test and engineering characteristics analysis of loess-based cement slurry material,
3145713948,2-s2.0-24944486280,Dynamic quality of service support in virtual private networks,
9263,2-s2.0-84963764441,An overview on energy conservation in automobile traffic and transportation with ITS,
1043,2-s2.0-105009513562,THE INFLUENCE OF DISTRACTORS ON VISUAL ATTENTION AND SAFETY-RELATED BEHAVIORS WHILE DRIVING,
98482,2-s2.0-85084462736,Distribution network reconfiguration for loss reduction methodology: A review,
921398,2-s2.0-46249119952,Adaptive backstepping control of variable speed wind turbines,
29189913,2-s2.0-58649104640,Continuous mixing proportional for steam heated applications,
91639,2-s2.0-85079798405,Estimating fuel consumption from radar tracks: a validation exercise using FDR and radar tracks from descent trajectories,
497012,2-s2.0-105002533365,Global Adolescent Mental Health,
349609,2-s2.0-85067874877,"Genome to phenome: Improving animal health, production, and well-being - A new USDA blueprint for animal genome research 2018-2027",
4252464571,2-s2.0-85203629395,LYαNNA: A deep learning field-level inference machine for the Lyman-α forest,
649594644,2-s2.0-85070975368,Simulation and control of linear Fresnel reflector solar plant,
8924886,2-s2.0-85076609867,"Extraction, Production and Consumption of Gravel and Sand Aggregates in Poland An Attempt to Assess National and Regional Balances",
643389828,2-s2.0-85132412898,Determining the Optimum Location of Ground Control Stations (GCSs) for Unmanned Aerial Vehicles (UAVs) in Marine Search and Rescue (MSAR) Operations,
853037,2-s2.0-105023216969,A Chaos-Initiated and Adaptive Multi-Guide Control-Based Crayfish Optimization Algorithm for Image Analysis,
472190,2-s2.0-85153097811,"Body temperatures, thermal comfort, and neuropsychological responses to air temperatures ranging between 12°C and 39°C in people with Multiple Sclerosis",
147691,2-s2.0-84881525984,Limiting spectral distribution of sums of unitary and orthogonal matrices,
5316,2-s2.0-85029539937,On the use of kinetic energy preserving DG-schemes for large eddy simulation,
12097,2-s2.0-85018308664,Threshold creep behaviour of an aged Mg–Zn–Ca alloy,
519457941,2-s2.0-85114700062,Multi-stage planning of park-level integrated energy system based on ladder-type carbon trading mechanism,
1716,2-s2.0-84982102789,A novel design of charge controller for a standalone solar photovoltaic system,
114307945,2-s2.0-105018688607,Valorization of Cork Waste Within a Plaster Matrix for Designing a New Green Material Under Axial Compression: Experimental and Numerical Approaches,
4262,2-s2.0-0034035364,The effects of substrate and fluid provision on thermoregulatory and metabolic responses to prolonged exercise in a hot environment,
1101398160,2-s2.0-0027725747,The role of citizen scientist in nature resource decision-making: Lessons from the spruce budworm problem in Canada,
814465,2-s2.0-105024536984,Optimizing LSSVM for Bearing Fault Diagnosis Using Adaptive t-Distribution Slime Mold Algorithm,
1583806435,2-s2.0-85179097608,"Whole genome sequencing of drug-resistant Mycobacterium tuberculosis isolates in Victoria, Australia",
217794,2-s2.0-85076291569,Experimental outcomes of the mediterranean diet: Lessons learned from the predimed randomized controlled trial,
2312885,2-s2.0-105012769786,AdversarialGait: direction invariant gait recognition with adversarial learning,
561852,2-s2.0-80555129683,Weisfeiler-Lehman graph kernels,
88900,2-s2.0-105038060569,"Dialogic dilemmas: Citizen participation in built environment alterations in Malmö, Sweden",
740302734,2-s2.0-105021567250,Seasonal Decomposition-Enhanced Deep Learning Architecture for Probabilistic Forecasting,
