document_id,external_id,name,file_path
41016877,2-s2.0-85163111455,An auto-tuned droop coefficient-based controller for microgrid system to enhance grid resilience during blackouts,
1676,2-s2.0-84958485768,Analysis of the energy dependence of the photorefractive gain in nanosecond wave mixing in semiconductor crystals,
56732,2-s2.0-85072411645,Controls for hydrostatic transmissions-present and future,
518513381,2-s2.0-85218970389,A coplanar metamaterial with variable channels for ventilated noise control,
1633800,2-s2.0-85145979359,Experimental analysis and machine learning research on tunnel carriage fire spread and temperature evolution,
1775424,2-s2.0-85084026314,Structural basis of light-harvesting in the photosystem II core complex,
759254,2-s2.0-85104717655,Environmental regulation induces technological change and green transformation in Chinese cities,
4065,2-s2.0-84898851612,The schedule control of nuclear power construction phase of project approval and administrative licensing,
4232,2-s2.0-79952110203,Spatial control of cell adhesion and patterning through mussel-inspired surface modification by polydopamine,
26204456,2-s2.0-85008392115,‘The program was the solution to the problem’: Process evaluation of a multi-site driver licensing program in remote communities,
126055,2-s2.0-33947166711,Enhancement of stable operation for induction generators in wind form,
423501,2-s2.0-85163709710,Live Streaming using SRT with QUIC Datagrams,
192450,2-s2.0-85011269432,Hospital-associated infections,
717433,2-s2.0-105014917926,Simplifying Antibiotic Management of Peritonitis in APD: Evidence from a Non-Inferiority Randomized Trial,
973591,2-s2.0-85112865680,Index-Based Solutions for Efficient Density Peak Clustering,
79587323,2-s2.0-85174862731,A blueprint for success in real-world evidence: “glocal” approach to building capabilities and generating impactful evidence,
330020643,2-s2.0-84920019032,Herbicides and pesticides as potential pollutants: A global problem,
11139313,2-s2.0-105035644227,Temperature-dependent heterogeneous deformation mechanism of 95 W-Ni-Fe tungsten heavy alloy: Insights from experiment and real mesostructure-based finite element simulation,
2493,2-s2.0-85072430001,Catalytic performance of alumina for NOx control in diesel exhaust,
7740882,2-s2.0-84897139877,Small-signal modeling and networked control of a PHEV charging facility,
4458360046,2-s2.0-105029865586,Analysis of RF Sheath-Driven Tungsten Erosion at RF Antenna in the WEST Tokamak,
3931373695,2-s2.0-84957437512,3D Virtual Pome Fruit Tissue Generation Based on Cell Growth Modeling,
6094384,2-s2.0-105010175062,AI-driven framework for text neck syndrome detection using non-contact software-defined RF sensing and sequential deep learning,
67561730,2-s2.0-85141871709,"Improvement of German Chamomile (Matricaria recutita L.) for Mechanical Harvesting, High Flower Yield and Essential Oil Content Using Physical and Chemical Mutagenesis",
49100307,2-s2.0-33646264044,"Treatment of campus wastewater by a pilot-scale constructed wetland utilizing Typha latifolia, Juncus acutus and Iris versicolor",
3352961,2-s2.0-85209715728,The microlayer and force balance of bubbles growing on solid in nucleate boiling,
57396,2-s2.0-84883727780,Study on deepwater submerged pump skid for installation of suction piles,
5352727,2-s2.0-105029338571,Deposit-refund systems in practice and theory,
99877312,2-s2.0-85083000198,Experimental study of pressure-relief and permeability improvement effect of the remote protected layer crossing coal groups with double key strata,
87306,2-s2.0-64349084462,A structured approach to modelling the effects of binary exposure variables over the life course,
700667654,2-s2.0-85122367301,Distortion Control in laser welding of SS316L using Taguchi optimisation Techniques,
2479,2-s2.0-42549151967,Case report: Effects of a new orthosis and physical therapy on gait in a subject with longstanding hemiplegia,
890344,2-s2.0-48249132813,"Biosynthesis of the 3,4-dihydroxybenzoate moieties of petrobactin by Bacillus anthracis",
799220,2-s2.0-85048553612,Sensitivity/uncertainty analyses comparing LR-0 reactor experiments containing FLiBe salt with models for molten-salt-cooled and molten-salt-fueled reactors,
3069042713,2-s2.0-85003297590,Digital adaptive flight control system for aerospace vehicles,
3317298847,2-s2.0-85122813643,"Urban vibrancy, human capital and firm valuation in China",
2938694387,2-s2.0-85072353214,Turbocharging the chrysler 2.2 liter engine,
89189,2-s2.0-52349091107,Full state feedback digital control of WECS with state estimation by stochastic modeling design,
944772937,2-s2.0-0141489112,Correlation length and time in the vortex-glass critical regime in YBa2Cu3O7-x films,
6882387,2-s2.0-0033312323,Finite element analysis on structure strength of a solid impulsive microthruster,
521432,2-s2.0-85172235055,Short-Term Prediction of Multi-Energy Loads Based on Copula Correlation Analysis and Model Fusions,
465769728,2-s2.0-0019608444,Optimum pulse control of flexible structures,
727340860,2-s2.0-85196524667,Harnessing systems biology approach for characterization of carotenoid biosynthesis pathways in microalgae,
3067,2-s2.0-0014533296,Computer simulation of a self-preserving and learning organism,
650872,2-s2.0-77955320705,Low-energy pipelined multiple-valued current-mode circuit with 8-level static current-source control,
4200,2-s2.0-85211435944,Human-in-the-Loop Learning With LLMs for Efficient RASE Tagging in Building Compliance Regulations,
782920,2-s2.0-85028540183,Priority-based Session Admission Control method for next generation Internet,
615499,2-s2.0-85062938483,Deposition of Antibody Modified Upconversion Nanoparticles on Glass by a Laser-Assisted Method to Improve the Performance of Cell Culture,
93241,2-s2.0-85077653927,Sex differences in the association between exposure to indoor particulate matter and cognitive control among children (age 6–14 years) living near coal-fired power plants,
598930,2-s2.0-2442442429,Real-time pedestrian counting by active linear cameras,
237625,2-s2.0-85185540657,A Secure Dual-Layer Fault Protection Strategy for Distribution Network with DERs: Enhancing Security in the Face of Communication Challenges,
613664040,2-s2.0-85114827552,Field evaluation of rootstocks for 'Improved French' prune production in California grower trials,
2428051640,2-s2.0-105035777280,Multifunctional SnS Thin Film for Next-Generation Room-Temperature Gas Sensing and High-Performance Photodetection,
8774782,2-s2.0-105030345622,Enhanced Fault Current Supply Capability of Grid-Forming Converters Using Variable DC-Link Six-Step Operation,
132555,2-s2.0-85076764530,Protection coordination system for a converter dominated standalone DC microgrid,
476790,2-s2.0-78049322197,Research on monorail car's wireless positioning and speed measurement,
7354,2-s2.0-105015084620,Not just about Ukraine: Russia’s invasion as the final nail in the arms control coffin?,
691361169,2-s2.0-85103342669,Overexpression of VlPRX21 and VlPRX35 genes in Arabidopsis plants leads to bioconversion of trans-resveratrol to δ-viniferin,
44545917,2-s2.0-105009402562,Among Them: A Game-Based Framework for Assessing Persuasion Capabilities of LLMs,
6837213,2-s2.0-67650520092,Frequency point distribution algorithm based on the coloring for wireless sensor network,
2174143689,2-s2.0-51749091492,Technique for characterization of dimensional changes in slanted holographic gratings by monitoring the angular selectivity profile,
68455,2-s2.0-85001576968,Experimental investigation of Fan-in-Wing aerodynamic performance in hover,
8824,2-s2.0-105042561295,R&D investment and cash dividends: Suppression or promotion?,
20324963,2-s2.0-85087138064,Seizure protein 6 controls glycosylation and trafficking of kainate receptor subunits GluK2 and GluK3,
330420306,2-s2.0-85076409416,MPC-based Precision Cooling Strategy (PCS) for Efficient Thermal Management of Automotive Air Conditioning System,
1811820452,2-s2.0-84857785790,On the impact of virtual traffic lights on carbon emissions mitigation,
7508,2-s2.0-85117485754,The influence of rule changes on design and performance of offshore vessels – Myths meet reality,
122563439,2-s2.0-85169319482,Innovation and Prospect of Safety Risk Classification Management and Control in Beijing Urban Rail Transit Project Construction,
6530514,2-s2.0-85200704594,Towards An Intuitive Virtual Reality Interface using Cable-Driven Parallel Robots for Space Exploration,
58160,2-s2.0-79960677450,Sand erosion wear assessment methods for rotor blades,
72770,2-s2.0-85029039090,The attitude of construction-related students toward sustainability in the built environment in South Korea,
206433362,2-s2.0-85186602687,Does green finance affect renewable energy development in Singapore?,
5341,2-s2.0-85125453207,An integrated cluster-wise significance measure for fMRI analysis,
58050,2-s2.0-85189170354,A Stochastic MPC-Based Flexibility Scheduling Strategy for Community Integrated Energy System Considering Multi-Temporal-Spatial-Scale and Inertia Components,
82409,2-s2.0-105006997354,Integrative review of interventions with a focus on school climate,
65130619,2-s2.0-84892973370,Combination of reverse transcription and multienzyme restriction fragment length polymorphism analysis for rapid detection of Escherichia coli,
599998,2-s2.0-84868525381,Semantic reasoning in context-aware assistive environments to support ageing with dementia,
83004,2-s2.0-13944274166,Analysis of trends in construction research: 1985-2002,
190508257,2-s2.0-84901280760,Evaluation of candidate biocides to control the biofouling Asian clam in the drinking water treatment industry: An environmentally friendly approach,
9119,2-s2.0-85092315389,Modeling multifrequency GPS multipath fading in land vehicle environments,
656318750,2-s2.0-85121937179,Charge trapped mechanism for semi-crystalline polymer electrets: Quasi-dipole model,
40681270,2-s2.0-85061616494,Rotational barriers of carbamate‐protected amine crosslinkers for hydrogels: A combined experimental and computational study,
1900987332,2-s2.0-105033166359,Numerical Simulation of a Natural Convection–Driven Air-Cooled Reactor Cavity Cooling System Experiment,
26471,2-s2.0-105006533291,Micro(nano)plastics in farm animals: Health effects,
69060388,2-s2.0-0035396370,Interatomic collisions in a tightly confined Bose gas,
39100,2-s2.0-85161477711,The Case for Vetoing General Permits under Section 404(c) of the Clean Water Act,
56611,2-s2.0-85183451509,Cognitive robotics: Deep learning approaches for trajectory and motion control in complex environment,
35479106,2-s2.0-84989950220,"Integrated assessment of exergy, energy and carbon dioxide emissions in an iron and steel industrial network",
3358867748,2-s2.0-84930721233,Recent update on echinococcosis and water,
4094323998,2-s2.0-85115126089,A Traffic Light Control System Based on Reinforcement Learning and Adaptive Timing,
3043,2-s2.0-0000001543,Evidence of refrigerating action by means of photon emission in semiconductor diodes,
94060,2-s2.0-84877981350,Comparative study of stress by four heavy metals on Chlamydomonas reinhardtii and the potential application in BBE algae toximeter,
72015,2-s2.0-14844359426,"Simplified graphical approaches for CDMA multi-user detection, decoding and power control",
18638,2-s2.0-85062333259,Research Status on Quality Inspection and Life Evaluation of Self-lubricating Spherical Plain Bearings,
271830946,2-s2.0-105010878538,A comprehensive bibliometric analysis of research on health and environmental impacts of particle emissions from wood combustion in residential heating,
4944185,2-s2.0-85050001964,Energy efficient buildings based on occupants behaviour: A survey,
564073,2-s2.0-33748497826,Ultrafast solvation dynamics of an ion in the γ-cyclodextrin cavity: The role of restricted environment,
21695,2-s2.0-105041103747,The association between maternal FT3/FT4 ratio in early pregnancy and adverse neonatal outcomes: a retrospective cohort study,
17832994,2-s2.0-85054414870,Diagonal tests on adobe panels reinforced by traditional and innovative anti-seismic retrofits,
587538,2-s2.0-0026527903,Is there energy conservation in amenorrheic compared with eumenorrheic distance runners?,
5051218,2-s2.0-105008374456,A NEW FIELD ORIENTED CONTROL WITH SYNERGETIC CONTROL FOR AN URBAN ELECTRIC VEHICLE,
4681541037,2-s2.0-0003575671,Mushroom tunnel climate: Neural networks compared,
63194,2-s2.0-84992096887,Consistent multi-view texturing of detailed 3D surface models,
87127286,2-s2.0-105031209094,The supreme administrative court and the legislature in Sweden,
6436,2-s2.0-0033782959,Nutritional and metabolic issues in cirrhosis and liver transplantation,
4084,2-s2.0-85045509525,Role of metabolic spatiotemporal dynamics in regulating biofilm colony expansion,
4082196,2-s2.0-85079094104,Application of Improved Particle Swarm Optimization in Vehicle Depot Overhaul Shop Scheduling,
3107423659,2-s2.0-84872193369,Understanding the mechanisms underlying the production of facial expression of emotion: A componential perspective,
3646383,2-s2.0-84978427788,"Parameterization and comparative evaluation of the CCN number concentration on Mt. Huang, China",
1580620486,2-s2.0-105032196340,"Progress in Engine Carbon Deposition Prevention Strategies: From Evolutionary Mechanisms, Preventive Measures to Removal Strategies",
4566937098,2-s2.0-77956586982,ANPC-5L technology applied to medium voltage variable speed drives applications,
9354,2-s2.0-85036458646,"Identification of dominant interactions between climatic seasonality, catchment characteristics and agricultural activities on Budyko-type equation parameter estimation",
2029605,2-s2.0-33744525053,Application of a constructed wetland for industrial wastewater treatment: A pilot-scale study,
42811,2-s2.0-105035674626,Adaptive Proportional Integral Derivative Controller Optimization using Bio-inspired Metaheuristics for Enhanced Boiler-Turbine Dynamics,
586611679,2-s2.0-85202894752,"High-efficient removal of tebuconazole from aqueous solutions using P-doped corn straw biochar: Performance, mechanism and application",
3165300703,2-s2.0-84961184794,Distributed Optimization for Shared State Systems: Applications to Decentralized Freeway Control via Subnetwork Splitting,
40620389,2-s2.0-85141015905,The Transformation of 40-Year Coastal Wetland Policies in China: Network Analysis and Text Analysis,
259934941,2-s2.0-105003209323,The Transformation of Normalization Standard of Smith Chart for Microwave Networks With Multiple Impedance Transmission Lines,
677790,2-s2.0-84867949891,Analysis and control of DC-DC boost converter using average power balance control (APBC),
1214805,2-s2.0-34547499961,Co-constructing human engineering technologies in old age: Lifespan psychology as a conceptual foundation,
3817,2-s2.0-33750521389,Study on thermal and thermal chemical denaturation of bovine immunoglobulin G,
6431867,2-s2.0-85038244372,Isolating the cow-specific part of residual energy intake in lactating dairy cows using random regressions,
565582868,2-s2.0-85181153132,Study on the Mechanism of Carotenoid Production and Accumulation in Orange Red Carrot (Daucus carota L.),
350581,2-s2.0-84981663848,Reflections on agricultural policies and their consequences for the south,
393355407,2-s2.0-34047255047,"Synthesis, activity and characterization of textiles showing self-cleaning activity under daylight irradiation",
69114429,2-s2.0-84870715074,Energy-aware joint power and rate control in overlay cognitive radio networks: A Nash bargaining perspective,
1996511,2-s2.0-85074788957,A participatory approach based on stochastic optimization for the spatial allocation of Sustainable Urban Drainage Systems for rainwater harvesting.,
2363321,2-s2.0-85200942337,Duddingtonia flagrans and its crude proteolytic extract: concomitant action in sheep coprocultures,
1563728799,2-s2.0-105002150388,Reliable Wastewater Disinfection with Peracids: Integrating Batch Kinetics and Hydrodynamics,
96587,2-s2.0-0018455220,Electrical transport in a-As2Se3 containing metallic impurities,
8147,2-s2.0-105027159910,Critical impact of automobile industry with advanced decision support system and Aczél-Alsina Hammy mean operators,
59770287,2-s2.0-85160255903,Creating the Current and Riding the Wave: Persistence and Change in Community-Engaged Health Sciences Research,
26410,2-s2.0-84992201920,Post-flowering night respiration and altered sink activity account for high night temperature-induced grain yield and quality loss in rice (Oryza sativa L.),
5583,2-s2.0-77952126959,Research of collaborative design task management method based on grid,
379053223,2-s2.0-85145989212,Characterization and Thermal Treatment of the Black Mass from Spent Lithium-Ion Batteries,
4607774015,2-s2.0-0041622893,Upgrading the Sjölunda WWTP according to a novel process concept,
43847584,2-s2.0-85088267561,Management of generation and redistribution electric power in grid-tied photovoltaic system of local object,
9906,2-s2.0-85217732175,Costs and benefits of e-roads versus battery trucks: Uncertainty and coordination,
42986034,2-s2.0-85019186592,Characterization of ferroptosis in murine models of hemochromatosis,
16432,2-s2.0-85058946852,Pipeline Embolization of Giant Cavernous Internal Carotid Artery Aneurysm with Direct Carotid Puncture and Arteriotomy Closure Device: Neuroendovascular Surgical Video,
706517649,2-s2.0-75449117158,Novel heating and cooling concept employing rainwater cisterns and thermo-active building systems for a residential building,
927208,2-s2.0-85129997383,Mamba: a systematic software solution for beamline experiments at HEPS,
5278992609,2-s2.0-22044434788,Mechanism of single centreline grain formation in titanium alloy welds,
1873264689,2-s2.0-85064791547,Fungal problems in historic buildings,
9081563,2-s2.0-85072999501,Evaluation of bump-proneness of underground coal mines using burst energy coefficient,
3202,2-s2.0-85115144184,Optimal Energy Management for Multi-Microgrid under a Transactive Energy Framework with Distributionally Robust Optimization,
48702,2-s2.0-84973647719,Active stabilization of direct matrix converter input side filter through grid current control,
979530,2-s2.0-85137744044,Adapting to Social–Ecological Risks to the Conservation of a Muskmelon Landrace in India,
9551,2-s2.0-84979639104,The advantages of carbon dioxide laser applications in paediatric oral surgery. A prospective cohort study,
3748233,2-s2.0-77951582436,CO2 capture from flue gases using a fluidized bed reactor with limestone,
2385,2-s2.0-78449293143,Heat management methodology for successful UV printing on film substrates,
3408,2-s2.0-84896277086,The measurment of biogas micro flow during amaranth biomass fermentation,
34421823,2-s2.0-105033368651,Rainfall and temperature variability in Western North Ghana: Implications for sustainable food crop production,
839612,2-s2.0-0033531582,Analysis of a combined law power-optimized open Joule-Brayton heat-engine cycle with a finite interactive heat source,
15261447,2-s2.0-105009343105,Reevaluating the ionic conductivity threshold in the cooling water system of copper heat exchangers for power plant generators,
356325,2-s2.0-0035360891,Applying rapid X-ray reflectometry to advanced interconnects,
4188456038,2-s2.0-84896868287,An adaptive control architecture for precision control of temporally and spatially varying temperature fields in bulk-metal forming for the production of functionally graded materials,
5275858,2-s2.0-0026876175,The molecular basis of the type 1 glycogen storage diseases,
66710,2-s2.0-105003585324,Impact of multiple paper recycle loops on the yield and properties of wood fibers and of non-wood wheat straw fibers for packaging,
18876056,2-s2.0-0031942258,Contribution of the disulfide bond of the A subunit to the action of Escherichia coli heat-labile enterotoxin,
1524016285,2-s2.0-84952306619,"Effects of Forest Roads on Hemipteran Diversity in Mt. Gariwang, Korea Test of Intermediate Disturbance Hypothesis",
7903225,2-s2.0-33846322858,Cell breathing in wireless LANs: Algorithms and evaluation,
56346196,2-s2.0-80054054081,Development of FCG dynamic control technique at mixed charging of massive coke into ore layer,
407074602,2-s2.0-85206295614,Research on network security situational awareness method based on power grid dispatching system,
9942484,2-s2.0-85161674039,Influence of retro-reflective and high-reflective coatings on thermal performance of buildings in summer and winter: A contrast experiment,
364803,2-s2.0-84894857488,Evaluation on electrolytic manganese wastewater treatment technologies based on analytic hierarchy process,
69201,2-s2.0-78049368182,"Issues and challenges in human performance modeling in aviation: Goals, advances, and gaps",
171774,2-s2.0-84966373219,Numerical approach to the suppression of film boiling on hot-spots by radial control of patterned wettability,
486330,2-s2.0-37349103089,"""NONAME"": A new quarterly model for Belgium",
51303768,2-s2.0-85071939435,An improved power decoupling strategy based on Newton interpolation for electric locomotive drive,
36083,2-s2.0-105010225105,The role of oil and gas industry in Azerbaijan’s economic development: investment trends and global context,
124491,2-s2.0-85114142307,On the integration of multi-temporal synthetic aperture radar interferometry products and historical surveys data for buildings structural monitoring,
42027324,2-s2.0-85054032308,Decentralized control system for participation of plug-in electric vehicles in the load frequency control of a microgrid,
21280,2-s2.0-34250146488,Electric currents and voltage drops along auroral field lines,
385634,2-s2.0-2142754440,Reassessing the Th2 cytokine basis of asthma,
85336957,2-s2.0-85121581901,Ultimate and post-ultimate behaviour of thin-walled cold-formed steel open-section members under eccentric compression. Part II: Experimental study,
37131,2-s2.0-105030538470,Knowledge Management Barriers in Educational Institutions: A Literature Based Investigation,
958545,2-s2.0-33644940666,Evidence for VHE γ-ray emission from the distant BL Lac PG 1553+113,
575013538,2-s2.0-85149070065,An evaluation methodology to determine the actual limitations of a TinyML-based solution,
26644718,2-s2.0-105036043766,Scalable ride-sourcing vehicle rebalancing with service accessibility guarantee: A constrained mean-field reinforcement learning approach,
917462,2-s2.0-85048176166,Optimization on emission permit trading and green technology implementation under cap-and-trade scheme,
52141,2-s2.0-84989209068,"Geoavailability of arsenic, iron and sodium in soils of “El Divisorio” basin (Buenos Aires, Argentina)",
530239337,2-s2.0-79960634120,"Physiological responses to chronic heat exposure in an aging non-human primate species, the gray mouse lemur (Microcebus murinus)",
220506,2-s2.0-85065745232,Experimental and numerical analysis in heat flow sensors calibration,
179975,2-s2.0-105031123990,The Neuroendocrine Role of Oxytocinergic Pathways in Obesity,
558366264,2-s2.0-105018773513,Nanoemulsion as a promising drug delivery strategy for effective eradication of Helicobacter pylori: current insights,
5243,2-s2.0-85067196697,Incoherent spin pumping from YIG single crystals,
784419954,2-s2.0-85031030519,Basis material decomposition method for material discrimination with a new spectrometric X-ray imaging detector,
84488931,2-s2.0-0022501223,Distribution of tyrosinated and nontyrosinated α-tubulin during mitosis,
112182,2-s2.0-85205546656,Role of the RNA binding protein IGF2BP1 in cancer multidrug resistance,
403585289,2-s2.0-85143582354,Design and Development of Microbial Fuel Cells Based Low Power Energy Harvesting Mechanism for Ecological Monitoring and Farming of Agricultural Applications,
61308769,2-s2.0-67650224994,Arctic circumpolar mosaic at 250 m spatial resolution for IPY by fusion of MODIS/TERRA land bands B1-B7,
3086,2-s2.0-85170415393,Spatial and Multitemporal Variation of the Coastline in Sandy Beaches of the South Caribbean Region of Costa Rica,
3455663474,2-s2.0-0018759208,"Variations in serum androgens, estrogens, progestins, gonadotropins and prolactin levels in male rats from prepubertal to advanced age",
18553,2-s2.0-85088609017,Snapshots of a state of flux: how Brazilian industrial firms differ in the adoption of digital technologies and policy implications,
2319687185,2-s2.0-85210262471,In-Situ Measurement and Assessment of Vibration Reduction Effect of Different Subway Track Structures,
48984405,2-s2.0-33751549539,A net present value assessment of make-to-order and make-to-stock manufacturing systems,
620527601,2-s2.0-0026372660,Potential methods to forecast the actual highway capacity,
2063761182,2-s2.0-105037258016,A MB-PSO algorithm for atomic-level trajectory tracking of a piezoelectric positioning platform,
570685864,2-s2.0-84902282506,Recent synthetic approaches and emerging bio-inspired strategies for the development of sustainable pressure-sensitive adhesives derived from renewable building blocks,
4640271,2-s2.0-0028311153,Surface conditions associated with anomalous rainfall in the guinea coastal region,
781585883,2-s2.0-84863419646,Highway traffic simulation based on cellular automaton,
375130,2-s2.0-84952666946,Enteromorpha intestinalis derived seaweed liquid fertilizers as prospective biostimulant for Glycine max,
55299751,2-s2.0-0041043843,Catastrophic Shocks in the Property-Liability Insurance Industry: Evidence on Regulatory and Contagion Effects,
2703906929,2-s2.0-77956094195,The perimeter in mosaic of refundable drugs in France: So many exceptions... why?,
5124245466,2-s2.0-85059321107,Research on automatic generation control with wind power participation based on predictive optimal 2-degree-of-freedom PID strategy for multi-area interconnected power system,
994177,2-s2.0-85217087408,A dual-band gas sensing metastructure based on CPA for H2 production with SO2 oxidation reaction,
665439,2-s2.0-85204524319,Exploring the key role of DNA methylation as an epigenetic modulator in oxidative stress related islet cell injury in patients with type 2 diabetes mellitus: a review,
867107,2-s2.0-85115121612,Grid-connected/islanded control and output voltage harmonic suppression strategy for onboard power supply converters,
36967626,2-s2.0-76749145128,ESKIMO: Energy savings using semantic knowledge of inconsequential memory occupancy for DRAM subsystem,
73730919,2-s2.0-85103694141,Inclination effects on the X-ray emission of Galactic black-hole binaries,
900541512,2-s2.0-69749110805,Improving participation and cooperation on water management: Experience from farmer-managed systems in Albania,
806324316,2-s2.0-85143253583,Time-Efficient Deep Learning-Based Energy Consumption Prediction for Smart Factory,
1613015137,2-s2.0-85054661249,Factors affecting sustainable process technology adoption: A systematic literature review,
94209142,2-s2.0-67650157216,Bioengineering aspects of the umbilical cord,
475934842,2-s2.0-85055778294,Team players or opponents: Coadministration of selective glucagon and GLP-1 receptor agonists in obese diabetic monkeys,
3640704812,2-s2.0-85202852903,Lithium-ion battery recycling—a review of the material supply and policy infrastructure,
453136436,2-s2.0-34247397540,Equivalence between polymer nanocomposites and thin polymer films: Effect of processing conditions and molecular origins of observed behavior,
78942,2-s2.0-85127517621,"Exploring the anti-inflammatory effect of Fructus Gleditsia sinensis Lam., Fructus Gleditsiae abnormalis, and Gymnocladus chinensis Baill. using SPME-GC-MS, network pharmacology, and molecular docking",
22700,2-s2.0-85205084474,Energy expenditure prediction in preschool children: a machine learning approach using accelerometry and external validation,
4078346568,2-s2.0-105013054673,On Evaluation of Data Stream Clustering Algorithms: A Survey,
2202947242,2-s2.0-85065735047,Black carbon aerosols from the coal seam of eastern India: A real-time analysis with statistical validation,
4053,2-s2.0-4243063988,Professional SDI routor,
94614375,2-s2.0-105012854818,Thermal-fluid study of designed double-layered microchannel combined with multi-outlets and bifurcation in heat sinks,
1666356074,2-s2.0-85103568331,The influence of industrial work practices and workshop infrastructure facilities on work readiness of students,
82357774,2-s2.0-85085642280,Proton Transport in Metal-Organic Frameworks,
676909,2-s2.0-24944460253,Reversible addition-fragmentation chain transfer polymerization of 2-(dimethylamino)ethyl methacrylate/2-(dimethylamino) ethyl acrylate,
335392405,2-s2.0-105042160480,URBAN PM10 MONITORING IN MALAYSIA: A STATISTICAL FRAMEWORK FOR PROCESS STABILITY AND CAPABILITY ASSESSMENT,
89971,2-s2.0-85172132434,"Does thrive by three, a quality-building intervention in childcare centres, strengthen children’s language skills?",
5172370404,2-s2.0-84979198394,A Case of Obstructive Sleep Apnea and Assessments of Fitness for Work,
8975,2-s2.0-105032844537,Novel semi-analytical model for estimating unconfined compressive strength in sandstone reservoirs: Implications for CO₂ sequestration,
256875,2-s2.0-85057986540,Human factors impacts of light-emitting diode airfield lighting,
14669,2-s2.0-105013121080,Emerging properties of the degree distribution in large non-growing networks,
635878574,2-s2.0-0027644059,Direct sequence spread spectrum over measured indoor radio channels,
1985,2-s2.0-85097309192,Production of polyhydroxybutyrate (PHB) and factors impacting its chemical and mechanical characteristics,
146741733,2-s2.0-105018038853,Neural Network-Based Resilient Control of a Wind Turbine Subject to False Data Injection Attack,
524895,2-s2.0-85101170795,"Seroprevalence of hepatitis B, hepatitis C and HIV infection among patients undergoing haemodialysis in Buenos Aires, Argentina",
108505,2-s2.0-84859652451,Cold plasma decontamination of foods *,
951878,2-s2.0-85143605202,Phase separation and aging dynamics of binary liquids in porous media,
39947842,2-s2.0-84880008229,A novel snRNA-like transcript affects amyloidogenesis and cell cycle progression through perturbation of Fe65L1 (APBB2) alternative splicing,
58253,2-s2.0-105044676084,Design and implementation of data-driven environment analysis and early warning system for pig breeding,
343019,2-s2.0-0029712721,Intelligent manufacturing of polymers,
90820,2-s2.0-85143051054,Personal and Environmental Risk Factors of Work-Related Stress: A Cross-Sectional Study among Female Workers of a Textile Industry in Indonesia,
94727,2-s2.0-85117720988,Neural Network Model for the Multiple Factor Analysis of Economic Efficiency of an Enterprise,
2682086475,2-s2.0-85136455794,Machine learning forecasts of Scandinavian numerical weather prediction wind model residuals with control theory for wind energy,
